,收盘,换手率,成交均价,gain,loss,gain_llt,loss_llt,vnsp_llt
2015-05-15,8742.89,0.0121,1787.058247057618,0.14761750471296645,0.0,0.12813344886222897,-0.000909602981419091,0.12429916048960322
2015-05-18,8903.6,0.0118,1818.1501781856264,0.12626185579000343,-0.0016063625453090426,0.12920667930380372,-0.000866013138029482,0.1256822757827784
2015-05-19,9124.83,0.0128,1784.8421243105308,0.13638879731266645,-0.00010773082398476849,0.1298538638175033,-0.0008286704498815186,0.12700551881072325
2015-05-20,9277.33,0.0161,1788.0415794284052,0.11866044245101193,-0.002116905076271283,0.13021370368020296,-0.0008103687174822796,0.12814956941078393
2015-05-21,9619.22,0.0158,1816.0261599985536,0.1163676746550378,-0.0018368868363355356,0.12989639392080787,-0.0008498009518126409,0.12898511916050903
2015-05-22,9778.17,0.0187,1837.561970816197,0.12424145420144803,-0.0001527093533575611,0.12976772361924305,-0.0008240294670637536,0.1295024488596411
2015-05-25,10040.09,0.0192,1819.6528484839232,0.12992375548074203,0.0,0.13007799822913257,-0.000740371640915851,0.12989116773465914
2015-05-26,10373.58,0.0200999999999999,1904.1519553487856,0.1163640579896677,-0.0004165170729945446,0.130108882239304,-0.0006699743749653747,0.1302116218972081
2015-05-27,10497.34,0.0196,1927.8635670410724,0.15012600494107942,0.0,0.13078722664190845,-0.000603621312313539,0.1305453077781455
2015-05-28,9868.43,0.0217,1877.321641637841,0.15413616612448408,0.0,0.13265273945273154,-0.0005275785743327153,0.13120694901682087
2015-05-29,9966.85,0.0167,1839.7582568695484,0.12589351783428945,-0.0014466338539820597,0.13363087235756188,-0.0005029152072602215,0.13216034225437845
2015-06-01,10488.31,0.0157,1893.00776926148,0.1035292689602559,-0.0036126988400370127,0.1329071373302386,-0.0005975577726308345,0.13287518339700266
2015-06-02,10886.4,0.018,1937.8383101493205,0.12189481896506899,-0.0008097515483702581,0.13208049202816396,-0.0006674627566065374,0.13309770154295417
2015-06-03,10979.99,0.0176,2021.0328708653092,0.1367965259145525,0.0,0.1323681329856179,-0.0006170402194727913,0.13313316793323374
2015-06-04,10965.41,0.0178,1967.7739666437824,0.16698166352564647,0.0,0.13410011270143188,-0.00054331018805744,0.13347736533657456
2015-06-05,11144.52,0.021,1945.8274429538917,0.13882519905604093,-0.000825868991702874,0.13580547329507425,-0.0005006073307306409,0.13429628918200087
2015-06-08,11030.92,0.0197999999999999,1942.950488353842,0.12427443429431231,-0.0014963360872795838,0.13603046048170706,-0.0005092225763277183,0.13520121883714753
2015-06-09,11013.74,0.0156,1972.320473269929,0.11749091143994887,-0.0015936007120473125,0.13554236830753225,-0.000542948114607148,0.1357850455912649
2015-06-10,11208.06,0.0155,2032.1816914776764,0.12475445058937343,-0.0006936155243998619,0.13508560784841858,-0.0005494725681901831,0.13601195088101972
2015-06-11,11366.29,0.016,2005.5817125802173,0.14564681773014967,0.0,0.13555887573221445,-0.0005043939546360187,0.13614364078709032
2015-06-12,11545.89,0.0177,2019.567747521609,0.12964775301487344,-0.0005532393751860194,0.13616035440211213,-0.0004574886838468045,0.13639116253577266
2015-06-15,11332.89,0.0173,2068.6629098770486,0.13000446158722193,-0.00017906822673100485,0.1362159765145822,-0.0004192372814904976,0.1366533233944193
2015-06-16,10879.84,0.0151,2022.1872066570431,0.14485380842339188,0.0,0.13675561473040723,-0.0003654056690417095,0.13691674524190212
2015-06-17,11100.55,0.0135,2009.1037934938947,0.11977183575920969,-0.0007853392600006634,0.13692842499248653,-0.0003344643806430779,0.13720248132457874
2015-06-18,10731.38,0.013,1991.5092269751144,0.11034653655507513,-0.0015812116268075706,0.13596301521410087,-0.00035699939889771606,0.1372442875249913
2015-06-19,9987.41,0.0116,1888.5901272622173,0.09987360789393722,-0.0030963670720460623,0.134390348638856,-0.00045411949241556466,0.13680540231234906
2015-06-23,10046.89,0.0118999999999999,1809.3155540448092,0.06256543132752479,-0.019244013458930308,0.13133388876607488,-0.0011213629072638655,0.13565456064540937
2015-06-24,10267.63,0.0133,1900.2834018266128,0.03930895547128133,-0.04037824100628008,0.1264512450582238,-0.0029687094223302857,0.1334155073942105
2015-06-25,9906.1,0.0138,1918.8320184196605,0.06176037416291114,-0.016399379634325917,0.12177617091939466,-0.004633257177613859,0.13011201477676054
2015-06-26,9078.06,0.0121999999999999,1703.971140373893,0.06505001600499427,-0.012637613790789204,0.11816310164309951,-0.005313906749137234,0.126267728260132
2015-06-29,8484.64,0.0153,1603.574818346983,0.01564576684080286,-0.0860246645468742,0.11322464604971193,-0.008224634777286896,0.12201076577894437
2015-06-30,8906.02,0.0165,1568.3680331910243,0.0022717900712088436,-0.14014539165854073,0.10648494266968572,-0.015138128839515621,0.11696190899739532
2015-07-01,8411.91,0.0144,1679.1985329189945,0.00046836332087292487,-0.16190430702568423,0.09958156240936929,-0.024178466696975168,0.11107396707299075
2015-07-02,7835.1,0.0132,1506.1586472558222,0.011902726570973271,-0.09402835268163463,0.09333104660379464,-0.031272430657252395,0.10472714387019974
2015-07-03,7355.49,0.0131,1357.4630617707094,0.0,-0.2059249812041087,0.08737477154664268,-0.03944425697224837,0.09828088565223324
2015-07-06,7236.0,0.0194,1279.1662490870272,0.0,-0.3347466964413374,0.08132808597231363,-0.05503554335690504,0.09201821211348186
2015-07-07,6763.53,0.0096,1145.8246001698624,0.0,-0.41023379972100127,0.07558397825177379,-0.07649639692513861,0.08634740225941072
2015-07-08,6602.37,0.0232,1112.558451195379,0.0,-0.5613576876461863,0.07012910727939908,-0.10426020681802545,0.08185441434028595
2015-07-09,6896.35,0.0081,1187.4296281591376,0.0,-0.6002353686906788,0.06495068151106961,-0.13682192523509945,0.07921359111521624
2015-07-10,7244.78,0.0060999999999999,1281.2055505485534,0.00298716165114172,-0.4815468897086767,0.06013357421039481,-0.16516541721874073,0.07866211266932577
2015-07-13,7695.64,0.0105,1402.5916156617432,0.007766427278663132,-0.37312579447913885,0.05581667746584493,-0.1846995048197573,0.07960676519169807
2015-07-14,7859.06,0.0141,1492.8449617105198,0.01719946230209269,-0.2620361947517307,0.052186151069441584,-0.19609641753097595,0.08109882670890071
2015-07-15,7405.29,0.0138,1410.7105888366657,0.024851150268102303,-0.19113214619523225,0.04930267250742219,-0.20097074164109077,0.08235990624044648
2015-07-16,7578.76,0.012,1411.9859089316697,0.017555359149953844,-0.24892653213681953,0.04658635033040322,-0.2051319098126132,0.08311946773803722
2015-07-17,7994.7,0.0116999999999999,1495.1792087338138,0.017499974184065233,-0.2441136543463396,0.043778894757477364,-0.21076356222023673,0.0835693424947451
2015-07-20,8116.5,0.0137,1557.6370329726722,0.02667737047645774,-0.18153299694779118,0.04142092797671687,-0.2138789049767942,0.08377088515766842
2015-07-21,8220.46,0.0121,1558.1136771609686,0.03512348227329523,-0.14167077296365588,0.03976734912489847,-0.213460925178609,0.08353749316050518
2015-07-22,8320.24,0.0136,1554.0619365094144,0.034787676230360484,-0.13920934785636674,0.0384746244062858,-0.21163787079042398,0.08279405026370815
2015-07-23,8551.99,0.015,1542.2665673571837,0.033905964356792745,-0.13949504670737445,0.03722190454764422,-0.20978511442283354,0.08163434469236455
2015-07-24,8425.07,0.0166,1623.696929678998,0.03193074182452717,-0.14395154908573177,0.035953990753488506,-0.2081303521988634,0.08018531778782845
2015-07-27,7794.18,0.0144999999999999,1617.6051897786306,0.04680794836600846,-0.10078133081934632,0.03518414114236454,-0.20525203584807036,0.07853732661316895
2015-07-28,7649.82,0.0152,1472.8629995138338,0.044669227586132065,-0.10106973957814559,0.03488267677704428,-0.20107583037881196,0.07673909131826734
2015-07-29,8022.8,0.0112,1559.5488325291717,0.022100490975683135,-0.18069093531072575,0.033808885818938095,-0.199659837292074,0.0748895733514367
2015-07-30,7800.58,0.012,1608.7474182793717,0.033767441092604114,-0.12397674438847282,0.032449391436504174,-0.19901688046534036,0.07307310043244339
2015-07-31,7727.06,0.0091,1574.2976460654131,0.04375558587099459,-0.09922394890190618,0.031876912220022244,-0.1957160553560176,0.07124431644128465
2015-08-03,7540.21,0.0095,1469.5161985817774,0.03599042713856543,-0.11340819578808589,0.03142104540035947,-0.1921940372369521,0.06937424182639637
2015-08-04,7942.1,0.0098999999999999,1497.6681663126694,0.020699351343884075,-0.1741284472939265,0.03025392125829851,-0.1912426229325715,0.06753684542162246
2015-08-05,7839.34,0.0101,1551.2798291350016,0.023917617403656284,-0.15316573488934154,0.028767437720403726,-0.19159438101699416,0.06580824456014292
2015-08-06,7792.03,0.0076,1525.1397815154833,0.03223724596324456,-0.11969409801966392,0.02774507820418345,-0.1901233045509872,0.06415293376162899
2015-08-07,8013.32,0.0092,1558.3867602844452,0.02784025075683534,-0.13156293753288423,0.026916573655322646,-0.18798690863303835,0.06250350915733327
2015-08-10,8394.09,0.0121999999999999,1588.244615518127,0.03352119814604585,-0.11148848579390402,0.026186614659986274,-0.1856544424053781,0.06085627576308471
2015-08-11,8435.33,0.0137,1619.5700448621776,0.04073422522236206,-0.09638236593171345,0.025927856285014126,-0.18225947357302258,0.05923374517759769
2015-08-12,8336.34,0.0112,1642.5273760162984,0.0486868170054265,-0.08217250088726834,0.026190984852685124,-0.1780459780422584,0.05769012284488195
2015-08-13,8534.43,0.0113,1621.4475731304844,0.05505384143928948,-0.07256843175891976,0.026922697363127426,-0.17323443862918952,0.05630002344005314
2015-08-14,8625.24,0.0135,1632.5112823646898,0.04803040271691466,-0.07778277837724987,0.027612688131033004,-0.16848744023901766,0.055078095022042306
2015-08-17,8820.46,0.0136,1631.636000409127,0.05116236838683365,-0.07250750675465545,0.028157355521390554,-0.16394432799435543,0.053976652029456285
2015-08-18,8161.27,0.0155,1601.5853506431297,0.05028275701471944,-0.07062241273078267,0.028763181421952486,-0.15936594188615724,0.052970930380785
2015-08-19,8340.98,0.0137,1523.3803946223866,0.041395270682334284,-0.07889969115335298,0.029035930323518453,-0.15519633380796072,0.05201940813416978
2015-08-20,8049.51,0.0116999999999999,1558.0558965675232,0.0252090982819944,-0.11342893706949546,0.028493801474765813,-0.15260118266507403,0.051023036967862014
2015-08-21,7612.9,0.0113,1440.1636968867367,0.030928925760046688,-0.0904687484688162,0.027651462123495955,-0.1504889513650385,0.04991324305526695
2015-08-24,7006.19,0.0078,1339.660842845714,0.0157005797306029,-0.1577701078462111,0.02655470215926627,-0.14990266920276374,0.04872934824739284
2015-08-25,6481.41,0.0088,1226.9585196431594,0.008864074704256408,-0.23061815288853554,0.02480769108404726,-0.15388388306025538,0.04765344377120832
2015-08-26,6238.53,0.0126,1193.833150311591,0.0036784316598009754,-0.33209423183659825,0.022768957699239176,-0.16332034246095242,0.047042050706302144
2015-08-27,6456.06,0.0105,1185.5077101854308,0.002407474459530745,-0.3595701046880745,0.02063402881985257,-0.1764683254604625,0.04726684529570603
2015-08-28,6842.89,0.012,1249.4169151591414,0.0020786805835389045,-0.3566849210791294,0.01856586928950771,-0.18974998565687434,0.04841786417171533
2015-08-31,6581.31,0.0098,1275.5778961361914,0.0066902782275779366,-0.2807974263922854,0.016752825689328017,-0.19979445627735973,0.050195217137649815
2015-09-01,6169.21,0.0083,1143.4157250486555,0.00910979122452021,-0.2468608154290375,0.015272064127973044,-0.20574766033973055,0.05209080278339946
2015-09-02,6122.55,0.0097,1135.6785913489905,0.000738211542802574,-0.3710680258047331,0.013685334974105217,-0.21431475835432412,0.05403778095241898
2015-09-07,6143.56,0.0086,1201.8443788988366,0.0005577861128786625,-0.3687986996236428,0.011913434372792584,-0.2263962286110824,0.056458026543070035
2015-09-08,6374.86,0.0072,1164.5552791312186,0.004809982449529513,-0.28666313076490785,0.010376115518819156,-0.23510806795544392,0.059288841420041
2015-09-09,6551.01,0.0126,1233.3188867460271,0.002119642834107507,-0.31451835904610365,0.008980471554195861,-0.2415924761620538,0.06207838479380888
2015-09-10,6440.31,0.009,1214.4112955014743,0.009062631034159607,-0.23868725199115348,0.0078072039385648564,-0.24616198347475424,0.06456937032829249
2015-09-11,6493.32,0.0078,1224.4436053668785,0.006695447367233993,-0.24319876249603753,0.006856025091609482,-0.2481503057163903,0.06653486007220505
2015-09-14,6049.79,0.01,1159.4136660593365,0.008010998975670074,-0.22292932219551537,0.005933098730713877,-0.24949021730574036,0.06787392325582611
2015-09-15,5708.03,0.0079,1043.16048543562,0.0017938856805302526,-0.2749093411703075,0.00491183693855967,-0.25175721745684876,0.06876013958145774
2015-09-16,6084.84,0.0088,1080.0089477070492,0.0,-0.40259595715184726,0.003695932409404413,-0.2597173730098261,0.06985161994787255
2015-09-17,5965.41,0.0108,1136.5739608480353,0.0005261799231386718,-0.34321465349713226,0.0025142199608931557,-0.26947023121355224,0.0717641928500593
2015-09-18,6036.88,0.0069999999999999,1131.0126443073266,0.002691335020668313,-0.2686630467513257,0.0014938238265840681,-0.27434998330845983,0.07406405306781011
2015-09-21,6250.44,0.0089,1167.6828718800484,0.0023767228412995747,-0.2651770453677259,0.0005995417744875386,-0.27641131680106346,0.07599110901974357
2015-09-22,6295.93,0.01,1200.5139128840124,0.006287754017899713,-0.22069377000432303,-0.00011803177457374433,-0.27676962218090756,0.07726227296384752
2015-09-23,6224.6,0.0085,1203.8159565777758,0.011608519273791928,-0.1834782350743743,-0.0004843378952762591,-0.27441175282421904,0.0777167894007661
2015-09-24,6315.11,0.0079,1200.497338975327,0.012203261040509457,-0.174487868779391,-0.000624516706957309,-0.2706256844877533,0.07728115140701722
2015-09-25,6108.38,0.0083,1165.0980627232125,0.011494909059798091,-0.17162457161791972,-0.0007458786128693102,-0.2665998399062667,0.07609276918006783
2015-09-28,6219.69,0.0056999999999999,1198.502229669899,0.005852309852627105,-0.19607260840241672,-0.0010523946122139348,-0.2634349955169629,0.07440372503677453
