,收盘,signal
2018-01-08,1806.16,-1.0
2018-01-09,1803.59,-1.0
2018-01-10,1791.08,-1.0
2018-01-11,1804.23,-1.0
2018-01-12,1785.71,-1.0
2018-01-15,1732.62,-1.0
2018-01-16,1729.6,-1.0
2018-01-17,1742.03,-1.0
2018-01-18,1738.0,-1.0
2018-01-19,1728.14,-1.0
2018-01-22,1768.21,-1.0
2018-01-23,1767.83,-1.0
2018-01-24,1813.28,-1.0
2018-01-25,1810.83,-1.0
2018-01-26,1816.8,-1.0
2018-01-29,1799.77,-1.0
2018-01-30,1782.4,-1.0
2018-01-31,1735.06,-1.0
2018-02-01,1697.39,-1.0
2018-02-02,1702.43,1.0
2018-02-05,1688.27,1.0
2018-02-06,1598.12,1.0
2018-02-07,1616.4,1.0
2018-02-08,1641.43,1.0
2018-02-09,1592.51,1.0
2018-02-12,1648.07,1.0
2018-02-13,1648.58,1.0
2018-02-14,1646.77,1.0
2018-02-22,1677.76,1.0
2018-02-23,1668.83,1.0
2018-02-26,1729.15,1.0
2018-02-27,1743.54,1.0
2018-02-28,1753.63,1.0
2018-03-01,1789.85,1.0
2018-03-02,1772.01,1.0
2018-03-05,1795.69,1.0
2018-03-06,1797.61,1.0
2018-03-07,1785.27,1.0
2018-03-08,1793.22,1.0
2018-03-09,1856.46,1.0
2018-03-12,1882.41,1.0
2018-03-13,1872.68,1.0
2018-03-14,1841.29,1.0
2018-03-15,1848.71,1.0
2018-03-16,1821.32,1.0
2018-03-19,1842.92,1.0
2018-03-20,1864.62,1.0
2018-03-21,1829.91,1.0
2018-03-22,1817.23,1.0
2018-03-23,1726.02,1.0
2018-03-26,1780.61,1.0
2018-03-27,1844.69,1.0
2018-03-28,1835.15,1.0
2018-03-29,1842.19,1.0
2018-03-30,1900.48,1.0
2018-04-02,1900.25,1.0
2018-04-03,1872.47,1.0
2018-04-04,1836.81,1.0
2018-04-09,1841.65,1.0
2018-04-10,1835.52,1.0
2018-04-11,1834.63,1.0
2018-04-12,1826.89,1.0
2018-04-13,1824.59,1.0
2018-04-16,1838.71,1.0
2018-04-17,1783.74,1.0
2018-04-18,1822.26,1.0
2018-04-19,1820.28,1.0
2018-04-20,1782.81,1.0
2018-04-23,1753.05,1.0
2018-04-24,1806.86,1.0
2018-04-25,1819.41,-1.0
2018-04-26,1781.28,-1.0
2018-04-27,1805.6,1.0
2018-05-02,1801.57,1.0
2018-05-03,1826.79,1.0
2018-05-04,1814.85,-1.0
2018-05-07,1852.34,-1.0
2018-05-08,1856.87,-1.0
2018-05-09,1855.81,-1.0
2018-05-10,1865.36,-1.0
2018-05-11,1834.78,-1.0
2018-05-14,1830.98,-1.0
2018-05-15,1858.01,-1.0
2018-05-16,1846.67,-1.0
2018-05-17,1831.2,-1.0
2018-05-18,1836.75,-1.0
2018-05-21,1862.48,-1.0
2018-05-22,1876.0,-1.0
2018-05-23,1845.97,-1.0
2018-05-24,1838.4,-1.0
2018-05-25,1804.55,-1.0
2018-05-28,1796.91,-1.0
2018-05-29,1773.65,-1.0
2018-05-30,1726.22,-1.0
2018-05-31,1743.74,-1.0
2018-06-01,1709.55,-1.0
2018-06-04,1702.93,-1.0
2018-06-05,1746.11,-1.0
2018-06-06,1743.25,-1.0
2018-06-07,1730.38,-1.0
2018-06-08,1711.52,-1.0
2018-06-11,1688.62,-1.0
2018-06-12,1712.77,-1.0
2018-06-13,1685.89,-1.0
2018-06-14,1673.32,-1.0
2018-06-15,1641.66,-1.0
2018-06-19,1547.15,-1.0
2018-06-20,1563.79,-1.0
2018-06-21,1521.68,-1.0
2018-06-22,1549.66,-1.0
2018-06-25,1538.57,-1.0
2018-06-26,1564.92,-1.0
2018-06-27,1546.23,-1.0
2018-06-28,1543.66,-1.0
2018-06-29,1606.71,1.0
2018-07-02,1588.37,1.0
2018-07-03,1607.12,1.0
2018-07-04,1565.61,1.0
2018-07-05,1532.68,1.0
2018-07-06,1541.31,1.0
2018-07-09,1581.93,1.0
2018-07-10,1592.98,-1.0
2018-07-11,1563.01,-1.0
2018-07-12,1614.63,-1.0
2018-07-13,1618.46,-1.0
2018-07-16,1616.91,-1.0
2018-07-17,1621.63,-1.0
2018-07-18,1607.88,-1.0
2018-07-19,1590.06,-1.0
2018-07-20,1609.55,-1.0
2018-07-23,1620.97,-1.0
2018-07-24,1629.61,-1.0
2018-07-25,1632.32,-1.0
2018-07-26,1606.12,-1.0
2018-07-27,1594.57,-1.0
2018-07-30,1559.64,1.0
2018-07-31,1561.26,1.0
2018-08-01,1541.86,1.0
2018-08-02,1510.09,1.0
2018-08-03,1481.61,1.0
2018-08-06,1440.8,1.0
2018-08-07,1479.44,1.0
2018-08-08,1447.76,1.0
2018-08-09,1497.61,1.0
2018-08-10,1511.71,1.0
2018-08-13,1531.34,1.0
2018-08-14,1518.49,1.0
2018-08-15,1478.51,1.0
2018-08-16,1463.87,1.0
2018-08-17,1434.31,1.0
2018-08-20,1435.69,1.0
2018-08-21,1456.97,1.0
2018-08-22,1439.55,1.0
2018-08-23,1455.5,1.0
2018-08-24,1450.09,-1.0
2018-08-27,1493.43,-1.0
2018-08-28,1493.11,-1.0
2018-08-29,1481.19,-1.0
2018-08-30,1457.92,-1.0
2018-08-31,1435.2,-1.0
2018-09-03,1443.69,-1.0
2018-09-04,1455.5,-1.0
2018-09-05,1430.24,-1.0
2018-09-06,1422.87,-1.0
2018-09-07,1425.23,-1.0
2018-09-10,1390.82,-1.0
2018-09-11,1395.17,-1.0
2018-09-12,1385.8,-1.0
2018-09-13,1391.28,1.0
2018-09-14,1366.57,1.0
2018-09-17,1349.78,1.0
2018-09-18,1377.3,1.0
2018-09-19,1392.4,1.0
2018-09-20,1387.62,1.0
2018-09-21,1411.12,1.0
2018-09-25,1405.81,1.0
2018-09-26,1420.75,1.0
2018-09-27,1400.36,1.0
2018-09-28,1411.34,1.0
2018-10-08,1353.67,1.0
2018-10-09,1345.95,1.0
2018-10-10,1346.7,1.0
2018-10-11,1261.88,-1.0
2018-10-12,1268.41,-1.0
2018-10-15,1250.22,-1.0
2018-10-16,1216.69,1.0
2018-10-17,1231.86,1.0
2018-10-18,1205.03,-1.0
2018-10-19,1249.89,-1.0
2018-10-22,1314.94,-1.0
2018-10-23,1292.06,-1.0
2018-10-24,1284.1,-1.0
2018-10-25,1273.6,-1.0
2018-10-26,1263.19,-1.0
2018-10-29,1250.48,-1.0
2018-10-30,1259.95,-1.0
2018-10-31,1275.57,-1.0
2018-11-01,1286.33,-1.0
2018-11-02,1348.28,-1.0
2018-11-05,1348.88,-1.0
2018-11-06,1349.11,-1.0
2018-11-07,1345.77,-1.0
2018-11-08,1329.59,-1.0
2018-11-09,1322.83,-1.0
2018-11-12,1368.79,-1.0
2018-11-13,1392.05,-1.0
2018-11-14,1385.73,-1.0
2018-11-15,1405.25,-1.0
2018-11-16,1403.28,-1.0
2018-11-19,1394.4,1.0
2018-11-20,1355.33,1.0
2018-11-21,1363.03,1.0
2018-11-22,1353.92,1.0
2018-11-23,1308.74,-1.0
2018-11-26,1304.56,-1.0
2018-11-27,1315.43,-1.0
2018-11-28,1341.08,-1.0
2018-11-29,1312.72,-1.0
2018-11-30,1329.39,-1.0
2018-12-03,1372.79,-1.0
2018-12-04,1378.75,-1.0
2018-12-05,1381.77,-1.0
2018-12-06,1345.76,-1.0
2018-12-07,1341.02,-1.0
2018-12-10,1326.85,-1.0
2018-12-11,1338.08,-1.0
2018-12-12,1338.73,-1.0
2018-12-13,1348.5,-1.0
2018-12-14,1310.46,-1.0
2018-12-17,1299.17,-1.0
2018-12-18,1293.34,-1.0
2018-12-19,1268.81,-1.0
2018-12-20,1278.16,-1.0
2018-12-21,1270.3,-1.0
2018-12-24,1284.33,-1.0
2018-12-25,1273.45,1.0
2018-12-26,1264.07,1.0
2018-12-27,1248.08,1.0
2018-12-28,1250.53,1.0
2019-01-02,1228.77,1.0
2019-01-03,1214.5,1.0
2019-01-04,1245.16,1.0
2019-01-07,1268.06,1.0
2019-01-08,1263.51,1.0
2019-01-09,1262.52,-1.0
2019-01-10,1258.99,-1.0
2019-01-11,1261.56,-1.0
2019-01-14,1246.0,-1.0
2019-01-15,1266.27,-1.0
2019-01-16,1267.3,-1.0
2019-01-17,1251.41,-1.0
2019-01-18,1269.5,-1.0
2019-01-21,1274.79,-1.0
2019-01-22,1252.24,-1.0
2019-01-23,1251.13,-1.0
2019-01-24,1265.16,-1.0
2019-01-25,1265.49,1.0
2019-01-28,1259.74,1.0
2019-01-29,1243.59,1.0
2019-01-30,1230.82,1.0
2019-01-31,1227.99,1.0
2019-02-01,1271.27,1.0
2019-02-11,1316.1,1.0
2019-02-12,1332.27,1.0
2019-02-13,1357.67,1.0
2019-02-14,1361.94,1.0
2019-02-15,1357.84,1.0
2019-02-18,1413.6,1.0
2019-02-19,1406.04,1.0
2019-02-20,1408.38,1.0
2019-02-21,1412.54,1.0
2019-02-22,1456.3,1.0
2019-02-25,1536.37,1.0
2019-02-26,1546.99,1.0
2019-02-27,1520.42,1.0
2019-02-28,1535.68,1.0
2019-03-01,1567.87,1.0
2019-03-04,1619.71,1.0
2019-03-05,1676.57,1.0
2019-03-06,1700.5,1.0
2019-03-07,1692.42,1.0
2019-03-08,1654.49,1.0
2019-03-11,1727.8,1.0
2019-03-12,1773.43,1.0
2019-03-13,1693.86,1.0
2019-03-14,1650.19,1.0
2019-03-15,1662.62,1.0
2019-03-18,1707.06,1.0
2019-03-19,1708.87,1.0
2019-03-20,1687.9,1.0
2019-03-21,1703.85,1.0
2019-03-22,1693.87,1.0
2019-03-25,1668.84,1.0
2019-03-26,1630.19,-1.0
2019-03-27,1637.77,-1.0
2019-03-28,1626.82,-1.0
2019-03-29,1693.55,-1.0
2019-04-01,1760.89,-1.0
2019-04-02,1754.16,-1.0
2019-04-03,1768.18,1.0
2019-04-04,1777.26,1.0
2019-04-08,1739.66,1.0
2019-04-09,1741.17,1.0
2019-04-10,1726.64,1.0
2019-04-11,1691.1,1.0
2019-04-12,1695.73,-1.0
2019-04-15,1666.9,-1.0
2019-04-16,1697.53,-1.0
2019-04-17,1717.44,-1.0
2019-04-18,1704.55,-1.0
2019-04-19,1715.8,-1.0
2019-04-22,1697.51,-1.0
2019-04-23,1683.8,-1.0
2019-04-24,1718.85,-1.0
2019-04-25,1669.98,-1.0
2019-04-26,1657.82,-1.0
2019-04-29,1615.62,-1.0
2019-04-30,1623.78,-1.0
2019-05-06,1494.89,-1.0
2019-05-07,1504.16,-1.0
2019-05-08,1481.87,-1.0
2019-05-09,1469.48,-1.0
2019-05-10,1533.87,-1.0
2019-05-13,1503.06,-1.0
2019-05-14,1494.6,-1.0
2019-05-15,1528.69,-1.0
2019-05-16,1533.67,-1.0
2019-05-17,1478.75,-1.0
2019-05-20,1469.31,-1.0
2019-05-21,1493.72,-1.0
2019-05-22,1488.63,-1.0
2019-05-23,1451.24,-1.0
2019-05-24,1443.75,-1.0
2019-05-27,1491.95,-1.0
2019-05-28,1505.16,-1.0
2019-05-29,1497.89,-1.0
2019-05-30,1485.24,-1.0
2019-05-31,1483.66,-1.0
2019-06-03,1468.98,-1.0
2019-06-04,1456.27,-1.0
2019-06-05,1451.18,-1.0
2019-06-06,1416.06,-1.0
2019-06-10,1431.34,-1.0
2019-06-11,1487.35,-1.0
2019-06-12,1473.9,-1.0
2019-06-13,1479.83,-1.0
2019-06-14,1453.96,-1.0
2019-06-17,1442.35,-1.0
2019-06-18,1455.75,-1.0
2019-06-19,1469.99,-1.0
2019-06-20,1498.01,-1.0
2019-06-21,1523.81,-1.0
2019-06-24,1514.46,-1.0
2019-06-25,1498.47,-1.0
2019-06-26,1504.55,-1.0
2019-06-27,1525.24,-1.0
2019-06-28,1511.51,-1.0
2019-07-01,1568.16,-1.0
2019-07-02,1570.51,-1.0
2019-07-03,1544.36,-1.0
2019-07-04,1532.74,1.0
2019-07-05,1547.74,1.0
2019-07-08,1506.66,1.0
2019-07-09,1517.79,1.0
2019-07-10,1510.43,1.0
2019-07-11,1514.2,1.0
2019-07-12,1518.07,1.0
2019-07-15,1547.47,1.0
2019-07-16,1545.27,1.0
2019-07-17,1550.22,1.0
2019-07-18,1524.48,1.0
2019-07-19,1541.98,1.0
2019-07-22,1515.97,1.0
2019-07-23,1534.93,1.0
2019-07-24,1553.72,1.0
2019-07-25,1566.08,1.0
2019-07-26,1561.86,1.0
2019-07-29,1566.52,1.0
2019-07-30,1580.13,1.0
2019-07-31,1570.39,1.0
2019-08-01,1573.87,1.0
2019-08-02,1556.74,1.0
2019-08-05,1531.37,1.0
2019-08-06,1507.91,1.0
2019-08-07,1500.25,1.0
2019-08-08,1522.97,1.0
2019-08-09,1507.71,1.0
2019-08-12,1539.91,1.0
2019-08-13,1524.36,1.0
2019-08-14,1536.66,1.0
2019-08-15,1555.77,1.0
2019-08-16,1567.99,1.0
2019-08-19,1622.84,1.0
2019-08-20,1611.59,1.0
2019-08-21,1609.83,1.0
2019-08-22,1613.46,1.0
2019-08-23,1615.56,1.0
2019-08-26,1600.8,-1.0
2019-08-27,1628.12,-1.0
2019-08-28,1625.19,-1.0
2019-08-29,1620.86,-1.0
2019-08-30,1610.9,-1.0
2019-09-02,1652.29,-1.0
2019-09-03,1660.43,-1.0
2019-09-04,1669.41,-1.0
2019-09-05,1689.05,-1.0
2019-09-06,1692.24,-1.0
2019-09-09,1733.23,-1.0
2019-09-10,1725.31,1.0
2019-09-11,1703.54,1.0
2019-09-12,1710.57,1.0
2019-09-16,1714.37,1.0
2019-09-17,1677.99,1.0
2019-09-18,1679.31,-1.0
2019-09-19,1705.6,-1.0
2019-09-20,1705.05,-1.0
2019-09-23,1684.32,-1.0
2019-09-24,1694.6,1.0
2019-09-25,1672.65,1.0
2019-09-26,1623.79,1.0
2019-09-27,1647.53,1.0
2019-09-30,1627.55,1.0
2019-10-08,1616.58,-1.0
2019-10-09,1622.42,-1.0
2019-10-10,1666.97,-1.0
2019-10-11,1666.83,-1.0
2019-10-14,1679.38,-1.0
2019-10-15,1660.89,-1.0
2019-10-16,1656.37,-1.0
2019-10-17,1658.26,-1.0
2019-10-18,1648.63,-1.0
2019-10-21,1644.51,-1.0
2019-10-22,1666.87,-1.0
2019-10-23,1650.29,-1.0
2019-10-24,1653.86,-1.0
2019-10-25,1675.34,-1.0
2019-10-28,1704.42,-1.0
2019-10-29,1686.58,-1.0
2019-10-30,1684.08,-1.0
2019-10-31,1671.31,-1.0
2019-11-01,1687.0,-1.0
2019-11-04,1699.92,-1.0
2019-11-05,1713.29,-1.0
2019-11-06,1703.02,-1.0
2019-11-07,1715.58,1.0
2019-11-08,1711.22,1.0
2019-11-11,1673.13,1.0
2019-11-12,1671.44,1.0
2019-11-13,1681.79,1.0
2019-11-14,1692.58,1.0
2019-11-15,1674.78,1.0
2019-11-18,1682.49,1.0
2019-11-19,1729.08,1.0
2019-11-20,1719.66,1.0
2019-11-21,1713.2,1.0
2019-11-22,1679.8,1.0
2019-11-25,1661.77,1.0
2019-11-26,1679.08,1.0
2019-11-27,1674.39,1.0
2019-11-28,1673.79,1.0
2019-11-29,1664.9,1.0
2019-12-02,1669.54,-1.0
2019-12-03,1675.39,-1.0
2019-12-04,1673.78,-1.0
2019-12-05,1709.83,-1.0
2019-12-06,1726.8,-1.0
2019-12-09,1721.07,-1.0
2019-12-10,1734.02,-1.0
2019-12-11,1718.26,-1.0
2019-12-12,1720.99,-1.0
2019-12-13,1755.41,-1.0
2019-12-16,1780.33,-1.0
2019-12-17,1801.62,-1.0
2019-12-18,1792.42,-1.0
2019-12-19,1790.44,-1.0
2019-12-20,1771.71,-1.0
2019-12-23,1736.62,-1.0
2019-12-24,1769.87,-1.0
2019-12-25,1784.39,-1.0
2019-12-26,1793.64,-1.0
2019-12-27,1767.58,-1.0
2019-12-30,1790.24,-1.0
2019-12-31,1798.12,1.0
2020-01-02,1832.74,1.0
2020-01-03,1836.01,1.0
2020-01-06,1859.92,-1.0
2020-01-07,1893.21,-1.0
2020-01-08,1862.7,-1.0
2020-01-09,1913.14,-1.0
2020-01-10,1904.19,-1.0
2020-01-13,1935.07,-1.0
2020-01-14,1922.56,-1.0
2020-01-15,1924.24,1.0
2020-01-16,1929.96,1.0
2020-01-17,1932.51,1.0
2020-01-20,1982.18,1.0
2020-01-21,1967.03,1.0
2020-01-22,1993.9,1.0
2020-01-23,1927.74,1.0
2020-02-03,1795.77,1.0
2020-02-04,1882.69,1.0
2020-02-05,1939.62,1.0
2020-02-06,2012.25,1.0
2020-02-07,2015.8,1.0
2020-02-10,2042.18,1.0
2020-02-11,2028.44,-1.0
2020-02-12,2085.28,-1.0
2020-02-13,2064.6,-1.0
2020-02-14,2069.22,-1.0
2020-02-17,2146.18,1.0
2020-02-18,2170.95,1.0
2020-02-19,2139.44,1.0
2020-02-20,2186.74,1.0
2020-02-21,2226.64,1.0
2020-02-24,2263.97,1.0
2020-02-25,2287.31,1.0
2020-02-26,2180.7,1.0
2020-02-27,2196.71,1.0
2020-02-28,2071.57,1.0
2020-03-02,2135.42,1.0
2020-03-03,2173.35,-1.0
2020-03-04,2169.44,-1.0
2020-03-05,2209.59,-1.0
2020-03-06,2192.94,-1.0
2020-03-09,2093.06,-1.0
2020-03-10,2148.81,-1.0
2020-03-11,2101.46,-1.0
2020-03-12,2045.93,-1.0
2020-03-13,2030.58,-1.0
2020-03-16,1910.77,-1.0
2020-03-17,1917.7,-1.0
2020-03-18,1887.04,-1.0
2020-03-19,1894.94,-1.0
2020-03-20,1915.05,-1.0
2020-03-23,1827.05,-1.0
2020-03-24,1876.91,-1.0
2020-03-25,1937.85,-1.0
2020-03-26,1927.28,-1.0
2020-03-27,1903.88,-1.0
2020-03-30,1860.48,-1.0
2020-03-31,1871.92,-1.0
2020-04-01,1864.8,-1.0
2020-04-02,1916.95,-1.0
2020-04-03,1906.67,-1.0
2020-04-07,1969.78,-1.0
2020-04-08,1964.76,-1.0
2020-04-09,1997.14,-1.0
2020-04-10,1949.88,-1.0
2020-04-13,1923.08,-1.0
2020-04-14,1985.43,-1.0
2020-04-15,1977.51,-1.0
2020-04-16,2008.39,-1.0
2020-04-17,2020.77,-1.0
2020-04-20,2043.44,-1.0
2020-04-21,2023.94,-1.0
2020-04-22,2043.17,-1.0
2020-04-23,2029.52,-1.0
2020-04-24,2003.75,-1.0
2020-04-27,2018.67,-1.0
2020-04-28,2030.72,-1.0
2020-04-29,2030.48,-1.0
2020-04-30,2069.43,-1.0
2020-05-06,2110.27,-1.0
2020-05-07,2106.84,1.0
2020-05-08,2125.24,1.0
2020-05-11,2102.83,1.0
2020-05-12,2124.15,1.0
2020-05-13,2140.68,1.0
2020-05-14,2117.65,1.0
2020-05-15,2124.31,1.0
2020-05-18,2114.86,1.0
2020-05-19,2144.12,1.0
2020-05-20,2118.12,1.0
2020-05-21,2099.43,1.0
2020-05-22,2046.6,1.0
2020-05-25,2052.3,1.0
2020-05-26,2112.97,1.0
2020-05-27,2071.47,1.0
2020-05-28,2054.96,1.0
2020-05-29,2086.67,1.0
2020-06-01,2158.22,1.0
2020-06-02,2145.29,1.0
2020-06-03,2143.12,-1.0
2020-06-04,2151.38,-1.0
2020-06-05,2166.38,-1.0
2020-06-08,2153.56,-1.0
2020-06-09,2181.59,-1.0
2020-06-10,2201.99,-1.0
2020-06-11,2195.64,-1.0
2020-06-12,2206.76,-1.0
2020-06-15,2219.55,-1.0
2020-06-16,2260.46,1.0
2020-06-17,2263.96,1.0
2020-06-18,2266.03,-1.0
2020-06-19,2319.45,-1.0
2020-06-22,2342.88,1.0
2020-06-23,2382.05,1.0
2020-06-24,2382.47,1.0
2020-06-29,2372.54,1.0
2020-06-30,2438.2,1.0
2020-07-01,2419.63,1.0
2020-07-02,2424.39,1.0
2020-07-03,2462.56,1.0
2020-07-06,2529.49,1.0
2020-07-07,2591.26,1.0
2020-07-08,2651.97,1.0
2020-07-09,2757.65,1.0
2020-07-10,2778.46,1.0
2020-07-13,2889.43,1.0
2020-07-14,2858.67,1.0
2020-07-15,2813.06,1.0
2020-07-16,2646.26,1.0
2020-07-17,2662.4,1.0
2020-07-20,2697.3,1.0
2020-07-21,2736.51,1.0
2020-07-22,2769.03,1.0
2020-07-23,2799.67,1.0
2020-07-24,2627.84,1.0
2020-07-27,2631.76,-1.0
2020-07-28,2666.52,-1.0
2020-07-29,2767.4,-1.0
2020-07-30,2743.63,-1.0
2020-07-31,2795.4,-1.0
2020-08-03,2868.88,-1.0
2020-08-04,2832.84,-1.0
2020-08-05,2860.24,-1.0
2020-08-06,2814.37,-1.0
2020-08-07,2749.95,-1.0
2020-08-10,2735.26,-1.0
2020-08-11,2688.7,-1.0
2020-08-12,2635.5,-1.0
2020-08-13,2622.64,-1.0
2020-08-14,2668.71,-1.0
2020-08-17,2696.39,-1.0
2020-08-18,2701.06,-1.0
2020-08-19,2612.84,-1.0
2020-08-20,2587.86,-1.0
2020-08-21,2632.45,-1.0
2020-08-24,2684.63,-1.0
2020-08-25,2701.6,-1.0
2020-08-26,2644.15,-1.0
2020-08-27,2689.17,-1.0
2020-08-28,2757.84,-1.0
2020-08-31,2728.31,-1.0
2020-09-01,2750.42,-1.0
2020-09-02,2771.85,-1.0
2020-09-03,2746.95,-1.0
2020-09-04,2732.15,-1.0
2020-09-07,2641.2,-1.0
2020-09-08,2650.63,1.0
2020-09-09,2523.4,1.0
2020-09-10,2483.03,1.0
2020-09-11,2536.62,1.0
2020-09-14,2572.6,1.0
2020-09-15,2595.15,1.0
2020-09-16,2554.8,1.0
2020-09-17,2557.32,1.0
2020-09-18,2596.08,1.0
2020-09-21,2569.22,1.0
2020-09-22,2555.54,1.0
2020-09-23,2599.88,1.0
2020-09-24,2535.87,1.0
2020-09-25,2540.43,1.0
2020-09-28,2521.25,1.0
2020-09-29,2563.38,1.0
2020-09-30,2574.76,1.0
2020-10-09,2672.93,1.0
2020-10-12,2777.39,1.0
2020-10-13,2784.72,1.0
2020-10-14,2764.24,1.0
2020-10-15,2737.96,1.0
2020-10-16,2724.5,1.0
2020-10-19,2689.67,1.0
2020-10-20,2740.58,1.0
2020-10-21,2700.53,1.0
2020-10-22,2673.59,1.0
2020-10-23,2600.84,1.0
2020-10-26,2617.74,1.0
2020-10-27,2650.76,1.0
2020-10-28,2670.48,1.0
2020-10-29,2699.92,1.0
2020-10-30,2655.86,-1.0
2020-11-02,2708.39,-1.0
2020-11-03,2744.31,-1.0
2020-11-04,2750.55,1.0
2020-11-05,2787.88,1.0
2020-11-06,2733.07,1.0
2020-11-09,2814.0,1.0
2020-11-10,2773.22,1.0
2020-11-11,2681.52,1.0
2020-11-12,2700.51,1.0
2020-11-13,2706.81,1.0
2020-11-16,2712.41,1.0
2020-11-17,2658.09,1.0
2020-11-18,2620.67,1.0
2020-11-19,2645.16,1.0
2020-11-20,2667.09,1.0
2020-11-23,2686.36,1.0
2020-11-24,2674.8,1.0
2020-11-25,2615.53,1.0
2020-11-26,2609.39,1.0
2020-11-27,2618.99,1.0
2020-11-30,2631.89,-1.0
2020-12-01,2698.44,-1.0
2020-12-02,2682.97,-1.0
2020-12-03,2712.52,-1.0
2020-12-04,2730.84,-1.0
2020-12-07,2726.48,-1.0
2020-12-08,2746.28,-1.0
2020-12-09,2697.83,1.0
2020-12-10,2718.55,1.0
2020-12-11,2687.78,-1.0
2020-12-14,2726.6,-1.0
2020-12-15,2758.85,-1.0
2020-12-16,2760.64,-1.0
2020-12-17,2785.62,-1.0
2020-12-18,2780.73,-1.0
2020-12-21,2882.44,-1.0
2020-12-22,2811.75,-1.0
2020-12-23,2842.97,-1.0
2020-12-24,2820.75,-1.0
2020-12-25,2840.8,-1.0
2020-12-28,2842.81,-1.0
2020-12-29,2813.0,-1.0
2020-12-30,2900.54,-1.0
2020-12-31,2966.26,-1.0
2021-01-04,3078.11,-1.0
2021-01-05,3097.98,1.0
2021-01-06,3115.09,1.0
2021-01-07,3162.4,1.0
2021-01-08,3150.78,1.0
2021-01-11,3092.86,1.0
2021-01-12,3180.35,1.0
2021-01-13,3130.3,1.0
2021-01-14,3089.18,1.0
2021-01-15,3089.94,1.0
2021-01-18,3149.2,1.0
2021-01-19,3084.49,1.0
2021-01-20,3204.93,1.0
2021-01-21,3283.72,-1.0
2021-01-22,3358.24,-1.0
2021-01-25,3355.24,-1.0
2021-01-26,3258.36,1.0
2021-01-27,3281.03,1.0
2021-01-28,3161.86,1.0
2021-01-29,3128.86,1.0
2021-02-01,3159.99,-1.0
2021-02-02,3228.7,-1.0
2021-02-03,3223.77,-1.0
2021-02-04,3200.55,-1.0
2021-02-05,3193.71,-1.0
2021-02-08,3278.06,-1.0
2021-02-09,3334.24,-1.0
2021-02-10,3413.81,-1.0
2021-02-18,3320.14,1.0
2021-02-19,3285.53,1.0
2021-02-22,3138.67,1.0
2021-02-23,3112.36,-1.0
2021-02-24,3007.46,-1.0
2021-02-25,2977.18,-1.0
2021-02-26,2914.11,-1.0
2021-03-01,2994.75,-1.0
2021-03-02,2966.89,-1.0
2021-03-03,2997.75,-1.0
2021-03-04,2851.87,-1.0
2021-03-05,2871.97,-1.0
2021-03-08,2728.84,-1.0
2021-03-09,2633.45,-1.0
2021-03-10,2676.7,-1.0
2021-03-11,2746.58,-1.0
2021-03-12,2756.81,-1.0
2021-03-15,2644.01,-1.0
2021-03-16,2672.12,-1.0
2021-03-17,2704.14,-1.0
2021-03-18,2748.73,-1.0
2021-03-19,2671.52,-1.0
2021-03-22,2698.26,-1.0
2021-03-23,2668.08,-1.0
2021-03-24,2634.61,-1.0
2021-03-25,2656.0,-1.0
2021-03-26,2745.4,-1.0
2021-03-29,2733.96,-1.0
2021-03-30,2771.32,-1.0
2021-03-31,2758.5,-1.0
2021-04-01,2815.41,-1.0
2021-04-02,2852.23,-1.0
2021-04-06,2831.6,-1.0
2021-04-07,2807.2,-1.0
2021-04-08,2826.99,-1.0
2021-04-09,2783.33,-1.0
2021-04-12,2719.95,-1.0
2021-04-13,2742.85,-1.0
2021-04-14,2804.41,-1.0
2021-04-15,2790.64,-1.0
2021-04-16,2783.37,-1.0
2021-04-19,2898.73,-1.0
2021-04-20,2896.11,-1.0
2021-04-21,2916.97,-1.0
2021-04-22,2939.39,-1.0
2021-04-23,2994.49,-1.0
2021-04-26,2969.4,1.0
2021-04-27,2986.03,1.0
2021-04-28,3050.58,1.0
2021-04-29,3051.42,1.0
2021-04-30,3091.4,1.0
2021-05-06,3014.81,1.0
2021-05-07,2910.41,1.0
2021-05-10,2921.72,1.0
2021-05-11,2921.34,1.0
2021-05-12,2960.36,1.0
2021-05-13,2943.62,1.0
2021-05-14,3033.81,-1.0
2021-05-17,3112.74,-1.0
2021-05-18,3090.12,-1.0
2021-05-19,3114.72,-1.0
2021-05-20,3143.62,-1.0
2021-05-21,3113.26,-1.0
2021-05-24,3139.69,-1.0
2021-05-25,3227.36,-1.0
2021-05-26,3196.85,-1.0
2021-05-27,3226.11,1.0
2021-05-28,3232.29,1.0
2021-05-31,3309.07,1.0
2021-06-01,3300.16,1.0
2021-06-02,3243.02,1.0
2021-06-03,3201.78,1.0
2021-06-04,3242.61,1.0
2021-06-07,3228.24,1.0
2021-06-08,3208.57,1.0
2021-06-09,3207.63,1.0
2021-06-10,3285.51,-1.0
2021-06-11,3298.5,-1.0
2021-06-15,3262.19,-1.0
2021-06-16,3125.7,-1.0
2021-06-17,3188.59,-1.0
2021-06-18,3239.23,-1.0
2021-06-21,3270.58,-1.0
2021-06-22,3281.99,-1.0
2021-06-23,3318.95,-1.0
2021-06-24,3279.16,-1.0
2021-06-25,3347.7,-1.0
2021-06-28,3412.86,-1.0
2021-06-29,3406.24,-1.0
2021-06-30,3477.18,1.0
2021-07-01,3455.36,1.0
