日期,收盘,换手率,成交均价
2012-08-27,3184.33,0.0019,854.0611770766292
2012-08-28,3200.99,0.0017000000000000001,826.8881997140143
2012-08-29,3179.54,0.0018,815.3198053642515
2012-08-30,3129.5,0.0022,829.8184231833411
2012-08-31,3139.5,0.0015,811.3188689506941
2012-09-03,3200.31,0.0019,839.2499413728875
2012-09-04,3164.83,0.0018,826.9331149264915
2012-09-05,3181.8,0.0018,800.9385694637103
2012-09-06,3217.94,0.0018,802.4592488261359
2012-09-07,3334.66,0.0042,814.9865991219885
2012-09-10,3363.61,0.0036,833.7006761004324
2012-09-11,3350.09,0.0028000000000000004,857.4142952451443
2012-09-12,3376.12,0.0028000000000000004,873.8891227776984
2012-09-13,3329.3,0.0029,884.2111626170855
2012-09-14,3338.04,0.0029,872.3324137119221
2012-09-17,3237.7,0.0025,850.3574266727103
2012-09-18,3224.26,0.0017000000000000001,883.4678284792799
2012-09-19,3255.87,0.0017000000000000001,891.7068776063618
2012-09-20,3161.76,0.0023,846.589336798866
2012-09-21,3143.71,0.002,866.8419111949484
2012-09-24,3167.16,0.0019,862.2765594687293
2012-09-25,3144.41,0.0017000000000000001,867.2562622128485
2012-09-26,3071.99,0.0018,817.6876778606162
2012-09-27,3141.08,0.0023,828.0800602042143
2012-09-28,3199.75,0.0022,886.7072792694131
2012-10-08,3183.37,0.0016,863.5464960658087
2012-10-09,3265.62,0.0025,859.1861854042326
2012-10-10,3296.92,0.0028000000000000004,800.6576478259443
2012-10-11,3248.05,0.0025,834.3900876341386
2012-10-12,3240.4,0.0024,780.3332163339628
2012-10-15,3223.19,0.002,826.7382345285831
2012-10-16,3233.23,0.0019,889.2951698244723
2012-10-17,3240.78,0.0019,845.3344198201652
2012-10-18,3294.84,0.0029,773.7364778594036
2012-10-19,3285.45,0.0024,777.9068464194263
2012-10-22,3298.49,0.0021,800.5423563408397
2012-10-23,3259.07,0.0024,792.7656703190822
2012-10-24,3257.92,0.0025,704.6234671724393
2012-10-25,3226.17,0.0028000000000000004,707.1626167800738
2012-10-26,3163.3,0.0025,746.8585063645038
2012-10-29,3158.94,0.0017000000000000001,753.7329655156443
2012-10-30,3160.69,0.0019,749.27060065319
2012-10-31,3168.1,0.0018,778.9726457783026
2012-11-01,3228.19,0.0028000000000000004,736.1653789989714
2012-11-02,3249.55,0.0028000000000000004,731.7033309217758
2012-11-05,3235.35,0.0025,779.4245474452628
2012-11-06,3213.26,0.0025,763.2522214151659
2012-11-07,3209.14,0.0021,806.137378190771
2012-11-08,3129.57,0.0023,768.7280487095492
2012-11-09,3116.98,0.0017000000000000001,802.1611301101581
2012-11-12,3136.31,0.0018,802.2680529720892
2012-11-13,3072.12,0.0019,772.8970077423587
2012-11-14,3081.25,0.0017000000000000001,774.9695442844333
2012-11-15,3026.84,0.0017000000000000001,762.0336679944006
2012-11-16,3009.15,0.0016,773.727923454147
2012-11-19,3016.16,0.0014000000000000002,790.0401654338615
2012-11-20,3004.18,0.0014000000000000002,755.5311414322932
2012-11-21,3035.28,0.0017000000000000001,732.6804128609141
2012-11-22,2995.09,0.0014000000000000002,740.3484886210381
2012-11-23,3005.46,0.0014000000000000002,753.2435780642629
2012-11-26,2970.32,0.0012,778.2962448761973
2012-11-27,2864.17,0.0017000000000000001,708.4798843998755
2012-11-28,2800.54,0.0015,748.256909785113
2012-11-29,2774.18,0.0015,757.5540372191466
2012-11-30,2816.62,0.0016,702.8689848141423
2012-12-03,2749.13,0.0018,714.6193059953163
2012-12-04,2783.41,0.0019,729.4742452802601
2012-12-05,2886.19,0.0032,718.5866160183025
2012-12-06,2884.35,0.0024,728.7449269351205
2012-12-07,2950.19,0.0033,707.5321690795163
2012-12-10,3002.23,0.0034000000000000002,735.0243229192714
2012-12-11,2982.03,0.003,738.5805410668368
2012-12-12,2982.89,0.0023,744.9853647255165
2012-12-13,2943.28,0.0023,713.4155994167847
2012-12-14,3066.23,0.0044,725.3834407647595
2012-12-17,3091.88,0.0044,767.1643102229858
2012-12-18,3086.58,0.004,765.5859446641234
2012-12-19,3099.09,0.0031,774.8472509749721
2012-12-20,3108.86,0.0031,774.3721456861784
2012-12-21,3101.07,0.0033,825.887356308918
2012-12-24,3117.7,0.0024,851.492295475656
2012-12-25,3189.09,0.0045000000000000005,776.1930349086532
2012-12-26,3228.68,0.0039000000000000003,794.8425336639401
2012-12-27,3199.48,0.004,812.0222664354044
2012-12-28,3235.2,0.0034999999999999996,808.245577101299
2012-12-31,3275.86,0.004,809.1468803909984
2013-01-04,3258.25,0.0039000000000000003,830.5885024348911
2013-01-07,3288.37,0.0036,849.5852674310776
2013-01-08,3327.04,0.0044,856.7385887109508
2013-01-09,3334.99,0.0043,855.4935164562507
2013-01-10,3356.35,0.004,822.6899262591714
2013-01-11,3271.18,0.0043,830.9713972178146
2013-01-14,3384.75,0.0048,868.5407095148469
