日期,收盘,换手率,成交均价
2019-11-01,3952.39,0.0034000000000000002,1504.3365301245124
2019-11-04,3978.12,0.0036,1482.672478192956
2019-11-05,4002.81,0.0039000000000000003,1446.4186957829415
2019-11-06,3984.88,0.0033,1437.2163245032377
2019-11-07,3991.87,0.003,1349.5122382526624
2019-11-08,3973.01,0.0033,1431.6861470336175
2019-11-11,3902.98,0.0032,1384.1986631068862
2019-11-12,3903.69,0.0026,1421.7909037040429
2019-11-13,3899.98,0.0026,1460.045499594855
2019-11-14,3905.86,0.003,1376.7809187717353
2019-11-15,3877.09,0.0029,1378.4994183988147
2019-11-18,3907.93,0.0026,1397.1483141199567
2019-11-19,3947.04,0.0028000000000000004,1499.8251830941153
2019-11-20,3907.86,0.0026,1536.1915617574887
2019-11-21,3889.6,0.0024,1506.5378617267215
2019-11-22,3849.99,0.0031,1614.4211615834204
2019-11-25,3878.21,0.0036,1327.9532870241176
2019-11-26,3891.65,0.0038,1257.3687289765433
2019-11-27,3875.62,0.0026,1402.9644725303237
2019-11-28,3862.3,0.0022,1334.9935591408864
2019-11-29,3828.67,0.0025,1567.2211023014167
2019-12-02,3836.06,0.0026,1420.8694459461822
2019-12-03,3851.09,0.0025,1476.727111936613
2019-12-04,3849.82,0.0027,1376.025197323447
2019-12-05,3879.36,0.003,1452.6205850675194
2019-12-06,3902.39,0.0027,1480.310538249441
2019-12-09,3895.45,0.0033,1372.4999804150452
2019-12-10,3900.38,0.0029,1404.0610145306107
2019-12-11,3902.75,0.0034000000000000002,1279.9056603556094
2019-12-12,3891.02,0.0029,1391.5315843852852
2019-12-13,3968.22,0.0051,1353.0124536259846
2019-12-16,3987.55,0.0051,1361.434639530709
2019-12-17,4041.8,0.0069,1250.9156582204587
2019-12-18,4032.78,0.0052,1305.7013832755858
2019-12-19,4027.15,0.004,1293.9192923758742
2019-12-20,4017.25,0.0040999999999999995,1306.6981564574226
2019-12-23,3967.1,0.0042,1319.4366984967119
2019-12-24,3992.96,0.0033,1276.178555957312
2019-12-25,3990.87,0.0032,1389.2775390148336
2019-12-26,4025.99,0.0037,1293.5342424081446
2019-12-27,4022.03,0.0052,1292.619466771919
2019-12-30,4081.63,0.0053,1390.0916316314708
2019-12-31,4096.58,0.0042,1404.4569783687257
2020-01-02,4152.24,0.0062,1483.1447285261568
2020-01-03,4144.96,0.0049,1506.839921080331
2020-01-06,4129.3,0.006,1427.0842437513188
2020-01-07,4160.23,0.0048,1407.9175817063524
2020-01-08,4112.32,0.005699999999999999,1267.4474756702461
2020-01-09,4164.37,0.004699999999999999,1462.1647180339558
2020-01-10,4163.18,0.0039000000000000003,1573.252332730181
2020-01-13,4203.99,0.0040999999999999995,1669.2470607325472
2020-01-14,4189.89,0.0044,1517.3219595492242
2020-01-15,4166.73,0.0036,1558.6069334803562
2020-01-16,4149.04,0.0034000000000000002,1558.2544981934002
2020-01-17,4154.85,0.0034000000000000002,1687.4189708062086
2020-01-20,4185.83,0.0042,1655.8590062881494
2020-01-21,4114.31,0.0045000000000000005,1567.3851994383467
2020-01-22,4131.93,0.0043,1641.9862774932076
2020-01-23,4003.9,0.0055000000000000005,1561.568338923298
2020-02-03,3688.36,0.0054,1544.1968114589645
2020-02-04,3785.64,0.0073,1393.7322079415892
2020-02-05,3828.53,0.006,1509.459088337503
2020-02-06,3899.78,0.006,1489.3843340849428
2020-02-07,3899.87,0.0052,1565.320405079601
2020-02-10,3916.01,0.0051,1547.2686046924698
2020-02-11,3952.46,0.0049,1528.894026933902
2020-02-12,3984.43,0.0043,1584.5331817603083
2020-02-13,3959.92,0.005,1576.5728183744534
2020-02-14,3987.73,0.0049,1556.0973323036474
2020-02-17,4077.42,0.0062,1493.978322604619
2020-02-18,4057.51,0.005600000000000001,1485.8988899271185
2020-02-19,4051.31,0.0058,1523.5726518489673
2020-02-20,4144.66,0.0073,1464.5985230593083
2020-02-21,4149.49,0.0074,1503.4233483829125
2020-02-24,4132.84,0.0073,1533.2779126858047
2020-02-25,4123.85,0.0083,1524.4175185387137
2020-02-26,4073.02,0.0089,1401.8795204618632
2020-02-27,4084.88,0.0062,1555.7873190602202
2020-02-28,3940.05,0.0079,1434.6271844286136
2020-03-02,4069.67,0.0075,1447.3624253756238
2020-03-03,4091.36,0.0075,1507.9679166560852
2020-03-04,4115.05,0.0062,1544.6637348346355
2020-03-05,4206.73,0.0079,1565.1538142309657
2020-03-06,4138.51,0.0059,1467.850873221765
2020-03-09,3997.13,0.0070999999999999995,1467.6873838532497
2020-03-10,4082.73,0.0067,1500.3030735409716
2020-03-11,4028.43,0.0055000000000000005,1515.5064265742878
2020-03-12,3950.91,0.0054,1484.4783488182516
2020-03-13,3895.31,0.0064,1488.1483430603746
2020-03-16,3727.84,0.0064,1520.8844606876223
2020-03-17,3709.68,0.005699999999999999,1508.7510642969617
2020-03-18,3636.26,0.0053,1574.632503656469
2020-03-19,3589.09,0.0062,1503.408927220603
2020-03-20,3653.22,0.0048,1513.0267456143492
2020-03-23,3530.31,0.004699999999999999,1441.6991489458844
2020-03-24,3625.11,0.0049,1457.3685288071695
2020-03-25,3722.52,0.0052,1508.5838129719102
2020-03-26,3698.05,0.0038,1507.7491554364035
2020-03-27,3710.06,0.0042,1500.0961992284522
2020-03-30,3674.11,0.0043,1423.7510956151182
2020-03-31,3686.16,0.0038,1449.8979348833286
2020-04-01,3675.08,0.0040999999999999995,1427.8912931446332
2020-04-02,3734.53,0.0039000000000000003,1466.4919744780266
2020-04-03,3713.22,0.0034000000000000002,1503.9588178854808
2020-04-07,3798.02,0.0049,1454.3051238905593
2020-04-08,3780.34,0.0038,1450.5563924446246
2020-04-09,3792.81,0.0034000000000000002,1538.4910089843927
2020-04-10,3769.18,0.0034999999999999996,1583.7893993336286
2020-04-13,3753.26,0.0027,1516.37233041492
2020-04-14,3825.7,0.0038,1542.085167621065
2020-04-15,3797.36,0.0037,1564.6054867242196
2020-04-16,3802.38,0.0033,1533.7928569928501
2020-04-17,3839.49,0.0045000000000000005,1542.3381401489335
2020-04-20,3853.46,0.0034000000000000002,1519.0416660055034
2020-04-21,3808.05,0.0034999999999999996,1506.7490247094086
2020-04-22,3839.38,0.0029,1577.9758696515266
2020-04-23,3829.75,0.0033,1488.062582274789
2020-04-24,3796.97,0.0032,1465.1533336157615
2020-04-27,3822.77,0.0033,1522.0719555541752
2020-04-28,3849.15,0.0042,1508.5143546244847
2020-04-29,3867.03,0.0033,1578.2457976216454
2020-04-30,3912.58,0.0045000000000000005,1521.7624288518127
2020-05-06,3936.25,0.0048,1536.841187173849
2020-05-07,3924.89,0.0036,1584.6880559814601
2020-05-08,3963.62,0.004,1627.2802136952782
2020-05-11,3960.18,0.0042,1579.4577990824805
2020-05-12,3960.24,0.0034000000000000002,1602.696088831254
2020-05-13,3968.25,0.003,1650.5530960423941
2020-05-14,3925.22,0.003,1620.910103923637
2020-05-15,3912.82,0.0032,1655.1952110846073
2020-05-18,3922.91,0.0039000000000000003,1671.3224876693193
2020-05-19,3956.25,0.0032,1700.6406044310388
2020-05-20,3935.22,0.0034000000000000002,1558.693741027858
2020-05-21,3913.79,0.0032,1572.3436646109474
2020-05-22,3824.06,0.0034999999999999996,1521.4645163262408
2020-05-25,3829.32,0.0027,1607.067856716545
2020-05-26,3872.77,0.0026,1619.7383404626044
2020-05-27,3845.61,0.0029,1478.136366363794
2020-05-28,3856.63,0.0032,1494.7598279352842
2020-05-29,3867.02,0.0032,1446.0355435859394
2020-06-01,3971.34,0.004699999999999999,1527.492505740999
2020-06-02,3983.57,0.0049,1355.2263057484713
2020-06-03,3983.65,0.004699999999999999,1470.618344800553
2020-06-04,3982.19,0.0036,1429.4312455975144
2020-06-05,4001.25,0.0034999999999999996,1506.300334752835
2020-06-08,4021.95,0.004699999999999999,1399.647488989987
2020-06-09,4047.03,0.0039000000000000003,1444.2974749662587
2020-06-10,4039.71,0.0038,1485.5703998285212
2020-06-11,3995.88,0.0044,1548.0408513334503
2020-06-12,4003.08,0.0046,1442.266390258181
